;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
1621;effacer;0.0;0.0;0.0;0.0037637968586522047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01225848515539628;0.0;0.0;0.0018443260511933378;0.0;0.0;0.0;0.00014786626826707275
1622;effacernes;0.0;0.0;7.25147091771728e-06;0.00010538028554464591;0.0;0.0;0.0;0.0;0.0;0.0;0.0008406200915954643;0.0;0.0;0.0;0.0;0.0006032581220000174;0.0;0.0;0.0;0.000287108758234623;0.00034349684975840296;0.0
1623;effaclar;0.0;0.005430750427628996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006544459823037922;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1624;effaçant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00022528520316230567;0.00012125068597867612;0.004745907487067695;0.0;0.0;0.0;0.0;0.0;5.770413142295688e-05;0.0;0.0;0.00015230117557224547;0.0;0.0
1625;effectif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.248963818742494e-208
1626;effectivement;0.0;0.0;0.0037812374516652345;0.010567729803566562;0.0;0.0015776975414350117;0.0;0.0;0.008870299088072797;0.0;0.011634820406685387;0.0;0.0;0.010299310155267197;0.0008442885229455095;0.0;0.003241418824532354;0.0016369216908108453;0.008292568645611141;0.012727900231893225;0.0;0.0
1627;effectuer;0.0;0.002113552955739822;0.0;0.0;0.0010797462895099207;0.0033803608578875967;0.0019710291766210837;0.0;0.0027739338997588093;0.003562442018075946;0.00935118286069781;0.0026276903311147214;0.0;0.0;0.0024759970573861897;0.0006109337730305522;0.0;0.0;0.0013340559999426458;0.004634811158668419;0.0;0.0
1628;effets;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002786098238845103;0.0;0.0;0.00045798947351374764;0.0;0.0;0.0;0.0003678118139291937;0.0;0.0021235384149150883;0.0;0.0;0.0;0.0
1629;efffet;0.0;0.0;0.0;0.003753627416173753;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0021649980564779595;0.004864076037060746;0.0;0.0;0.0;0.0;0.0;0.0
1630;effiacité;0.0;0.0;0.0;0.0021805122011045405;0.0;0.0;0.001764052812804813;0.0;0.0;0.0;0.0;0.0;0.0;0.00020322095525382862;0.0;0.0009795640809779627;0.0;0.0011204040699685702;0.0;0.0;0.0;0.0
1631;efficace;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.362158286946439;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1632;efficacement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010147311637592072;0.0009344839806854805;0.0008974211182402715;0.00011386539305895403;0.00022202370732996222;5.891329673245582e-05;0.0006363785847874203;0.0009624726064558157;0.0;0.00033203399706645026;0.0;0.0;0.0;0.0
1633;efficaces;0.0;0.0;0.00022748352926774438;0.0015641875985562249;0.0;0.005260558058647492;0.0012476079369406802;0.0009814736600816554;0.02134844786779113;0.0015882345793815685;0.0;0.0;0.0;0.00023903931298724991;0.0014232094615717575;0.0;0.0;0.002640725816436311;0.0009312528386902612;0.0;0.000591480035279192;0.0
1634;efficacite;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016269133568916434;0.0;0.0;0.0;0.0;0.0017735674167871193;1.5904701770311356e-05;0.001219288148534916;0.0;0.0;0.0;0.00014617112209507578;0.0;0.0
1635;efficacité;0.0;0.0207229733898346;0.006092382305702292;0.012533535877635758;0.002886663618192758;0.008839832189925876;0.0014119237867691497;0.0;0.02885201171806335;0.00021346638225137757;0.0;0.004275985187741215;0.008766039287422938;0.039263517699383826;0.015520509741607048;0.0;0.02034253336658359;0.009392881492395989;0.006377543166525387;0.0015864396237511929;0.0;0.003946725483844585
1636;efficasse;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.982206920234497e-208
1637;effiler;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.661929243516614e-05;0.0;0.0;0.000397612609106555;0.0010764003680333516;4.1723556328100605e-05;0.0;0.0;0.0;7.203465731232175e-05;0.0
1638;effleurer;0.0;0.0;0.0;0.007971280190488579;0.0;0.0;0.0;0.0;0.0;0.0;0.010933874518366951;0.0;0.011105572898034318;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1639;effluve;0.002114265643711265;0.004262155198280825;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0031153552532413153;0.0
1640;efforts;0.0;0.0;0.010533401297918916;0.0;0.0;0.0;0.0;0.0;0.0;0.019711980718828636;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1641;effrite;0.0;0.0004053769301478775;0.0;0.0;0.0;0.0012724982569711;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003089709330189912;0.009456574263656188;0.014444621898566838;0.0;0.00015988096425912634;0.0;0.003703772862118599;0.0
1642;effritement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009432162318498529;0.0;0.0;0.0;0.0;0.0;0.0
1643;effriter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003767800872016427;0.00019266236672635438;0.0;0.0;0.0;0.0;0.0034413631601399367;0.008093904333437624;0.0007611705547227084;0.0010155950734793962;0.0;0.0;0.002236386614130081;0.0
1644;eficace;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001786846249078391;0.0023980718113459374;0.0;0.0;0.0;0.0030486017546541553;0.0;0.0;0.0;0.0006838402470444509;0.0006680426112744711;9.639747605295967e-05;0.0003560231463839442
1645;egal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010535415884276731;0.0;0.0013710271727760625;0.0;0.0;0.0;0.009195892641123167;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1646;einstein;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02025702219356773;0.0;0.0;0.00010632523253055903;0.0;0.0;0.0;0.0;0.0;0.002063790540159394;0.0010808479421551304;0.0;0.0;0.0
1647;ela;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.982206920234497e-208
1648;elimine;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009373107575996957;0.0;0.0;0.0;0.0;0.0;0.0
1649;elisabeth;0.0;0.0;0.0;0.00930044441298432;0.0;0.0;0.0;0.0;0.0;0.0;0.00022630861147786518;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.474694663859863e-07;0.0
1650;elnett;0.0;0.0;0.0;0.0;1.784831741536377e-05;0.0;0.0;0.0;0.00010519922843349934;0.0;0.0;4.128123770092527e-06;0.0;0.00035467336026693115;0.0;0.0010071291267306202;0.00015061490945270824;0.00011829414187044226;3.239533102204057e-05;0.0;0.0;0.0
1651;eloges;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.2681291125590708e-05;0.0;0.00016216078553980866;4.845250034114498e-05;0.0;0.0;0.0027196208460846917;0.00015091972749510795;0.0020768249689156284;0.0;0.00019273878121220213;0.0;0.0
1652;elseve;0.0;0.0;0.0;4.987981846104746e-06;0.0;4.1407341221212064e-05;7.431365934516368e-05;4.245046595466417e-05;5.700629935136125e-05;2.801789161530313e-05;0.0;0.00020243476595541886;0.0;0.00036363725212642747;0.0;0.0;0.0;0.00022503257093412044;0.0;0.0001282018561009473;0.0;0.0
1653;emballage;0.007337508913799127;0.0;0.0;0.0;0.016775761193911772;0.0;0.008795340819093923;0.0;0.0;0.0;0.0;0.03155670815434242;0.0;0.0;0.0;0.0005241110313958951;0.0;0.14831109976718815;0.0;0.0017483333499692417;0.050500784967950685;0.0
1654;emballer;0.003826765395383699;0.010386400033451268;0.0;0.0;0.00490678821917468;0.004133472692705851;0.0;0.0;0.006439739527956777;0.0018129113806024393;0.003141744835178841;0.07512202872848597;0.0004657949303741598;0.0023947589030087492;0.0;0.0;0.0;0.17638954978324092;0.012881540253068298;0.0;0.0036009863043466204;0.0
1655;emballé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.335681652625493e-06;0.0;0.0;0.0;0.0;0.0;0.001005457386806727;0.0;0.0;0.002652553920175146;0.0
1656;embarque;0.0;0.0031677856167418735;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00766757587773287;0.0;0.0014755089495543396;0.0;0.0;0.0;0.0
1657;embaume;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.333412053264497e-05;0.00015494117037795685;0.0;0.0;0.0013726947706039706;0.0;0.0;0.0007052460298644022;1.6393477546370527e-05;0.0;0.0;0.0002622099416345429;0.0005546301516451106
1658;embaumer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.93438373985965e-05;0.0;0.0014238154576912858;0.0;0.0;0.0;1.442235718538363e-05;0.0004674046751909793;2.7874159873118438e-05
1659;embellir;0.0;0.0;0.0;0.003928880197514793;0.0;0.005511774941319111;0.0;0.0;0.00035428114332503426;6.742012370947723e-05;0.000499502122019283;0.0;0.0;9.538294670743273e-05;0.0;0.0;0.0;0.0011513416186025875;0.0;0.0015394629798776704;0.0;0.0
1660;embou;0.0;0.0;0.0;0.0016073727152083129;0.0;0.0;0.0;0.0;0.0;0.0;0.007317125778864364;0.0;0.0;0.0;0.0;0.0009331626648784069;0.0;0.0029078387431969326;0.0;0.0;0.0023256075127775465;0.0
1661;embout;0.0;0.0;0.0;0.0022016981228126812;0.0;0.007503870867021153;0.0032131215178695513;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012143392893143042;0.005197477054926952;0.0018514143927019194;0.0;0.0;0.0;0.016195238908122023;0.0018201652224791437
1662;embêtant;0.0;0.0;0.0;0.0;0.0;0.0;0.0033026439039286364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6282591974616188e-06;0.0;0.0;0.0005255397965188082;0.0;4.093439578455568e-06;2.573788874455264e-05;0.0
1663;embêter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.082845654112515e-05;0.0;0.0;0.0;8.875994182720471e-05;0.0;0.0;9.435767554127104e-05;0.0;0.0;0.00029578511347726536;4.2494629680904515e-05
1664;emmener;0.0;0.00015135949317527994;0.0;0.0;0.0;1.7544614320439028e-05;0.0;0.0;0.0003866769540949748;0.0;0.0;0.0;0.00019506341186763886;0.0002925732254570434;0.0;0.001661490065148879;5.927686321623273e-05;0.00012492305498322843;0.0;0.0;0.0019537453109994083;7.778423232366389e-05
1665;emmêlent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004844574093730401;0.0;0.0;0.0;0.0;0.0;0.01607764131237084;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00015357568112206866
1666;emmêler;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0063473119865481075;0.009536918544165907;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1667;emoloi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018035839828872167;0.0;0.0;0.0;0.0;0.017424371406869314;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1668;emploi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001853514191274378;0.008644975257462707;0.0;0.0;0.005621960624889394;0.009476974922044887;0.0;0.005350115974099571;0.0;0.0;2.6712213430927335e-05;0.010491443753774213;0.0054452605568900275
1669;emplois;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011072822049619335;0.0;0.0;0.0;0.0;0.0018284659985602972;0.002398000319304496;0.002376795353852673;0.0;0.0020141962224472084;0.0;0.0;0.0;0.0;0.0
1670;employer;0.0;0.0006926831641362672;0.004281576925093096;0.007254286177578038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008784096321178343;0.007736625939342968;0.0007242184389998226;0.0;0.0005462798005111846;0.0010906204727708423;0.0;0.0;0.0003918017308555195
1671;emporte;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0016031522671914999;0.0;0.0;0.003986054959904934;0.00287941029225323;0.0019149331719405462
1672;emporter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006810276387799082;0.0;0.0;3.026235007330063e-05;0.0;0.0;0.0031697159893251995;0.0
1673;empoule;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001146726975176763;0.0;0.0;0.007419068692851889;0.0;0.0003111411006792671;0.0;0.0;2.6771675751764287e-05;0.0;0.0002143484296724209;0.00012761414030691018;0.0;0.00012602508429969072
1674;empêche;0.0;0.0;0.007421987679896272;0.0021830316766336395;0.0;0.0;0.0;0.0;0.03107901785366395;0.0;0.004622564891105188;0.0;0.0;0.0;0.0019047802527866113;0.0;0.0;0.0005594156840740747;0.0;0.0;0.0;0.0
1675;empêcher;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007595407270212666;0.0;0.011082489226301085;0.0004090400443430324;0.0;0.0004400221300204059;0.0;0.0;0.0;0.0;0.0004625100824358434;0.002344085914576493;0.0;0.0009461898376528471
1676;emulsionner;0.0;0.0;0.0007961468275066392;0.0;5.866420303868816e-05;0.0;0.0;0.0011482785951554633;0.0;0.0;0.0;0.0;0.0;0.006881469671320538;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002746641707137818
1677;enceint;0.001662153671481685;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.540564523200574e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00014130070780436177;0.0
1678;encens;0.0;0.0;0.0;0.0;0.0;0.0;4.198881943053227e-06;0.0;0.0;0.0;0.0;0.0;0.00047917924207114757;0.0;0.0;0.0007951921847844782;8.355399975725324e-05;0.0004807269161050118;6.324359761771283e-05;0.0007786484377684685;0.0;0.0
1679;enchante;0.0;0.0;0.0;4.312606427355026e-05;0.0;0.0;0.0;0.0;0.0;7.005414683134938e-05;0.00019709842960310208;0.0;0.0;5.047234850694064e-05;0.0;0.000513996984335552;0.000644531675307441;0.0003081856864150604;0.0;0.00017663588788340828;0.0;0.0
1680;enchanter;0.002153783276650395;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005195988377176032;0.0;0.014585754554919504;0.0;0.0;0.0;0.0
1681;encombrant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004234270405427316;0.0;0.0;0.00016952046281260239;0.0;0.0;0.0021073732003651234;0.002077490135821607
1682;encrasse;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006139695250558384;0.006818862202801719;0.0;0.0;0.0;0.0006911317030303802;0.0
1683;encre;0.0;0.0;0.0;0.007818130051182799;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011455087343512471;0.0;0.0;0.0006365511886858458;0.006009107301071661;0.0;0.0
1684;end;0.0;0.0029503831400781795;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.874611261937229e-05;0.0;0.0003024063419228469;0.0008908647923697925;0.0;0.0010253475384419068;0.0006492734603666181;0.002600710733157815;0.0;0.0;0.0;0.00024046571446941233
1685;endocrinien;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00021056198132510202;0.0;0.0;0.000425446296722461;0.0002793829030912092;0.0;0.0;0.0021390505800350235;5.966956515942265e-05
1686;endroit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005387829444947007;0.0;0.0033891548830375148;0.004723050147932064;0.0;0.0;0.0;0.0;0.013535468738487653;0.0;0.0086892037735486;0.0;0.0008451212229050367;0.0;0.0
1687;endroits;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005968415552707201;0.0013190054368208384;0.0;0.0;0.0;0.0;0.0;0.00968195419904564
1688;enduire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007287962688557827;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011376224392145992;0.0;0.0;0.0;0.0;0.0
1689;enfant;0.0007439168915010583;0.0;0.0;0.0075385466635782715;0.0;0.0;0.0;0.0;0.004812532441792821;0.0;0.0;0.0;0.0;0.0;0.0;0.005143955101580611;0.0;0.0;0.0;0.0;0.013429748646039977;0.0
1690;enfer;0.0;0.0;0.0;0.0;0.00033668646022752264;0.0;0.0;0.0;6.913154030916632e-05;7.96672881146031e-05;0.00043239938160638866;5.6013990068019296e-06;0.0004007262586421375;0.0;0.0;0.0029883441833078723;0.0;0.00043047636565282367;0.00019289246200201651;0.0;0.0;0.0
1691;enfnts;0.0;0.0;0.010022638614802442;2.2483176798345957e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0006289120397511082;0.0;0.0;0.004144153488393641;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1692;enfoncer;0.0;0.0;0.0;0.0;0.0;5.8995511252583156e-05;0.0;0.0;0.000293395385745735;0.0;3.5064455262747174e-05;0.0004792762008564627;0.0;0.0;0.0;0.0;0.0;0.0012279840924157269;0.0;2.7274108194676102e-05;0.000703084633940808;9.529756872456968e-05
1693;enfoncé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005635682258269202;0.0;0.0;0.0006549503161512962;0.0
1694;engel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000247259124963046;3.5714188562796864e-05;0.0;0.0001552104650179797;0.0;0.00015653722473704706;9.701069108704781e-05;0.0;0.00011681681022229316;0.0
1695;enivrant;0.0008753518283792985;0.0;0.0;0.006257637292359152;0.0;0.0;0.0;0.002082614624883855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02212708758892779;0.005378544328136113;0.0;0.0;0.0;0.0;0.0
1696;enlevant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00018297341223485144;0.0;0.0;0.010657305520345958;0.0;0.0;0.0;0.0;0.00020123928430092845;0.0;0.0;0.0
1697;enleve;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006226488347712602;0.0001725453570532048;0.003505546367875297;0.00042649246486451065;0.0;0.0006008892583281368;0.001541320291357311;0.002775579367629155;0.0006308163305674161;0.0020990091717631616;0.0006563566180386326;0.0010895537293744146;0.0;0.0
1698;enlever;0.0;0.0;0.0;0.0005163646052705488;0.0;0.005668957037293018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0712111299760466;0.033768048957258184;0.0;0.0020071194229118803;0.0;0.0;0.03543157856658523;0.0
1699;enlève;0.0;0.004396225449682655;0.0;0.0;0.0009812739161041636;0.0;0.0010142315957257916;0.003295491426323908;0.0;0.0;0.00337975967973082;0.007161875986671923;0.0;0.0;0.005058302536067274;0.009010789562339548;0.004514682698616603;0.00020817252493735258;0.0006232240454064701;0.0005577032601957861;0.0010076850455770952;0.009719930773242532
1700;ennuyer;0.002602511711411125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.095943250282889e-05;0.0;0.0003064590106422324;0.0003318135217321226;0.001979834423412032;0.0;0.0020488212222738674;0.00022280291509474697;0.0;0.0;0.0006497637939102468
1701;enrayer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.961835580420729e-05;2.1100827318544087e-05;0.0002718439577152357;0.0;0.0;0.0012916965794354147;1.2327533814309453e-05;0.00010156877849936111;0.0;0.0007859543322978522;0.0006125533378840512;1.6889040446566493e-05;0.00010388417803113576
1702;enrayée;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00851462694474664;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1703;enrichi;0.0;0.0;0.0;0.0037751047523719916;0.0;0.0;0.0;0.0;0.0;2.5563332920678156e-05;0.0;0.0;0.0;0.00042044650640083326;0.0;0.0;0.0;0.0;0.0;0.0;1.0350403448739534e-05;0.0
1704;enrichie;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.623955433339712e-06;0.00014879851488923534;0.0;0.0;0.0;0.0;0.0;5.1001589616766064e-05;0.0;0.0;7.267730818358858e-05;6.688217560663737e-05;3.7530329478885616e-05
1705;enrouler;0.0003888649759599468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012502677396389508;0.0;0.00024247196104252257;0.0010499454936984483;0.011750762874417203;0.0;0.0;0.0;0.0
1706;ensemble;0.006747782437817717;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02214198243648646;0.0;0.0;0.0;0.024957226641362924;0.005183393472504136;0.0;0.011221208183884862;0.003378180582737061;0.0;0.003954689592978879;0.0024790153515176945;0.010429315849567598;0.013583293473554548
1707;ensuite;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001741980227313051;0.0;0.00427812897316178;0.014241312341186054;0.005942396625030834;0.03326722407279741;0.011134621705912055;0.004072887186237017;0.005061407307658424;0.0;0.005483817952827992;0.0
1708;ente;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5722673536067824e-06;0.0;0.0;5.385252923248319e-06;0.0;0.0;0.00028107184429223734;0.0019744264084244185;0.0;0.0;0.0;0.0;3.184369763505384e-05;6.110499996032383e-05
1709;entendre;0.009940273404418418;0.0;0.0;0.01749365381635059;0.0;0.0;0.0;0.003437635551667803;0.0;0.0;0.0;0.0;0.006881624560359688;0.0;0.0;0.0;0.0;0.015547152310433162;0.0;0.0;0.0;0.0
1710;entier;0.0;0.001691494625218273;0.0;0.0036037364167188623;0.0;0.0;0.0;0.0;0.004898738860223861;0.0;0.0;0.0;0.005293189829372972;0.0;0.0;0.018499614680339463;0.0;0.0024207086843480285;0.0;0.006414344909178004;0.001322273987982076;1.659137111384533e-05
1711;entierement;0.0;0.0;0.0;0.0;0.0;0.007912238708551952;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.100721171097513e-05;0.00015148579062709098;3.049008594032986e-06;0.0007894293511854268;0.0001435737679622364;0.0;3.08951782760804e-05
1712;entièrement;0.0;0.0;0.0;0.0;0.0007187275127331244;0.044375960445417785;0.0;0.0;0.0;0.001678925264876793;0.0;0.0;0.0;0.0;0.0019281217535794019;0.0;0.00035266439221084603;0.00218840485806351;0.0;0.0;0.0;0.0018933583363049892
1713;entourage;0.015301837963492123;0.0;0.009751094160788829;0.0;0.0;0.0007718586303436768;0.0;0.00022218898095532257;0.010307324017401262;0.0011156436252277744;0.0;0.0;0.0;0.007874173001610633;0.00016199397364509473;0.0;0.005486931667349732;0.0;0.0;0.005694811843204261;0.0;0.0
1714;entourer;0.0;0.0;0.0;0.0;0.0;5.8995511252583156e-05;0.0;0.0;0.000293395385745735;0.0;3.5064455262747174e-05;0.0004792762008564627;0.0;0.0;0.0;0.0;0.0;0.0012279840924157269;0.0;2.7274108194676102e-05;0.000703084633940808;9.529756872456968e-05
1715;entraine;0.0;0.000193441030550771;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.635937664227556e-06;0.0;0.00030087951892510535;0.0;0.002854326563335648;0.00041604050747856694;0.0;0.0;0.0;0.0018003642595587211;0.0
1716;entrer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00019793932136338263;0.0;0.00017998515378678877;4.9744929825544234e-05;0.0;0.0001967138682039789;9.908674227708387e-05;0.0006824320384633214;0.0;0.00018727753297468057;5.22757561453496e-05;0.00018212183864492357;0.0;0.0
1717;entretenir;0.00017327800204449315;0.0005482435632144875;0.0;0.0;0.0;0.0;0.0;0.0;0.000690839668299469;0.0;0.009956027069027451;0.0;0.0;0.00458847867875793;0.0;0.0;0.0;0.004218193858304044;0.001163277063112589;0.015914101969653024;0.0023978672323310244;0.0
1718;entretien;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013922796500819175;0.0;0.009575741605707313;0.0;0.0;0.0;0.008393693715145152;0.0;0.0;0.0030791458625769935;0.0;0.02336059159375618;0.012124608903465438;0.0
1719;entretient;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01918019771247913;0.005180435238203845;3.885452577022818e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0006779730677438678;0.0003978717448103069;0.0;0.0
1720;entrevoir;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0314152023102107e-05;0.0;0.0;0.00016889745127541219;0.001334361651187198;0.00014180730366526994;3.7585869920884084e-06;8.951790288859096e-05;0.0;0.0;0.0
1721;entêtant;0.0;0.0;0.0015478199297774072;0.0026328491051075572;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00014135697925628251;0.006663431474005197;0.0;0.0;0.0;0.006715227686295874;0.0;0.0;0.0;0.0;0.007042279090888673
1722;entête;0.0;0.003163226146124431;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001078253735114616;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1723;entêter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003254300455512445;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0343537847304755;0.0;0.0;0.0;0.0;0.0;0.0
1724;enveloppant;0.0;0.0032686701846680612;0.0029047413448659576;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009293744720467602;0.0;0.0;4.464743075950353e-05;0.0;0.0;0.0;0.0;0.0001975990945015273;0.0
1725;enveloppe;0.00020959642713302794;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04676992342349703;0.0;0.0;0.002033933175722218;0.0
1726;envelopper;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001538408054154165;0.00016816618689983456;0.0018603854148965017;0.0;0.0;0.0007790340055819775;0.0;0.002768892469886357;0.0;0.0;0.0004484259872531957;0.0
1727;enveloppé;0.0;0.0;0.0;0.0;0.010627390137281596;0.0;0.0;0.0;0.0;0.0;0.0;0.012258096169504039;9.746741562239506e-05;0.0;0.0;0.00014083030427945755;0.0;0.001560459666048087;0.0;0.0;0.0;0.0
1728;envie;0.0007134870252902261;0.0;0.0;0.00010408689410682687;0.0;0.0;0.0;0.0;0.0;0.0;0.012255580139827249;0.0;0.0;0.00032237701615448866;0.0;0.004103565989192242;0.0;0.0009184874171362854;0.0;0.0;0.0;0.0008792811665432828
