;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25
1192;cuire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011873755059484931;0.006838734639835205;0.0;0.0012568663033915093;0.0;0.0;0.0;0.0;0.0020696684537234267;0.0;0.0;0.000386710913054225;0.0;0.0;0.002722233183798235;0.0
1193;cuirs;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.931913748114886e-05;0.0;0.0;0.0;0.004569484803509414;0.0003369849823692233;0.0;0.0;6.87904902692441e-05;0.0;0.0;0.0;0.0;3.7174892825357706e-05;0.0;0.0
1194;cuit;5.700645872379727e-07;0.0;0.0;0.0;0.0;2.221310056562346e-06;8.960004532477745e-06;0.0;0.0;0.0;3.0639212174131626e-05;1.634671532541429e-05;0.0;0.00012038926274150333;0.0;0.0;0.0;0.0;6.425630529203345e-05;0.0;0.0;0.0;0.0;0.0;0.00020123155141088433;7.480296844197911e-06
1195;cuivrer;0.0;0.0;0.0;0.0;0.0058989440727273525;0.0;0.0;0.0;0.0;0.0;0.021726231758487577;0.0;0.0;0.0;5.958110200368132e-05;0.0;0.00553211987856338;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010979056596674606;0.0
1196;cuivré;0.0006315545570690003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008076103932329548;0.0;0.0;0.0;0.0;0.0;0.0;0.004235502687461375;0.0009408519368908596;0.0;0.0;0.0;0.0;0.0;0.001157364116195849;0.0
1197;culpa;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.621616182443367e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.00018556410268723799;0.0;0.0;0.0;0.006892676165978526;0.0;0.0;2.587875860271557e-05;0.0
1198;cumuler;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007588981336845328;0.0;0.0;0.0;0.0;0.00017782384773016425;0.0020445951673776237;0.0;8.596082663321443e-05;0.0008397533111975443;0.0;0.0012970298812860243;0.0;6.62300830436232e-05;0.0;4.429911769580539e-05;0.0
1199;cure;0.0034849572777214868;0.0;0.0;0.0;0.0;0.00362905307481358;0.0;0.0;0.0;0.0032116273677491834;0.0;0.0;0.0;0.005104294137385526;0.0;0.0;0.0;0.0;0.04255950608679901;0.0;0.0;0.0;0.0;0.0;0.016286702892693718;0.0
1200;curer;0.0;0.0;0.0;0.0;0.0;0.006841781038022761;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002936961200602346;0.0;0.0;0.0;2.238871145008176e-06;0.0;0.0;0.0;0.0010490226286805993
1201;cures;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000901238134704132;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0034497319236037704;0.0;0.0;0.0;8.825871000495757e-06;0.0;0.0
1202;curieux;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00017278307193629346;0.0;0.0;0.0;0.0;0.0;0.004650837139710772;0.0;4.095032818305233e-05;0.0;0.00033580542778065975;0.0;0.00025795740612732313;0.0
1203;cutané;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002249998674480234;0.011450537437103952;0.0;0.0023547989200170174;0.0010555963129122473;4.580527980497141e-05;0.0;0.00024286026533799877;0.0;0.0;0.0;0.0
1204;cuticules;0.0;0.0;0.0;0.0;0.0;0.0;0.001463947571184134;0.0;0.0014189509478710113;0.0015106581303626439;0.0;0.0;0.0;0.0032846622846091165;0.0003810295357957569;0.0;0.0;0.0;0.0;0.0;0.0;7.353512789127275e-05;0.0017624877094347667;0.0;0.0;0.0
1205;cvient;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.591362664949576e-89
1206;càd;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.2760944420809937e-05;0.0;0.004587471355342491;0.0004844176565710003;0.0;0.0;3.856309399039277e-06;0.0;0.0;0.0002722111730180674;0.0
1207;céder;5.700645872379727e-07;0.0;0.0;0.0;0.0;2.221310056562346e-06;8.960004532477745e-06;0.0;0.0;0.0;3.0639212174131626e-05;1.634671532541429e-05;0.0;0.00012038926274150333;0.0;0.0;0.0;0.0;6.425630529203345e-05;0.0;0.0;0.0;0.0;0.0;0.00020123155141088433;7.480296844197911e-06
1208;célèbre;0.0;0.0014765765125357305;0.0;0.0;0.0;0.0;0.0;0.004041981867735264;0.0;0.0;0.0;0.0;0.0;0.0;0.006642953209619228;0.014382359131911862;0.0;0.0;0.009103537764172671;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1209;côte;0.0;0.0;0.00029557443267728094;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017223935460589763;0.0;0.0;0.00040596036340109234;0.0;0.0;0.00017423573318649325;9.064525666395181e-05;0.0;0.0015627017307071776;0.0
1210;côté;0.009842518899986748;0.0;0.0;0.009575900719974013;0.0;0.0;0.0;0.0;0.007168006798344744;0.0;0.0015413616617293156;0.0;0.0;0.0;0.0;0.03447373158568261;0.0;0.005105754355649727;0.016677958901292405;0.0;0.010886477974043744;0.0038328061301512984;0.0;0.0;0.0;0.0
1211;dab;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.591362664949576e-89
1212;dame;0.0;0.00025444238221299857;0.0;0.008840321770148494;0.0;0.0;0.0;0.0;0.003559168214223838;0.0;0.0;0.0;0.0;0.0;0.0;0.0033813962530414997;0.0;0.0;0.0;0.007521182007656756;0.0;0.0;0.0032496484526181985;0.0;0.0;0.00020708004875152845
1213;dames;0.0;0.0;0.0;0.003909305233212697;0.0;0.0;0.0;0.0;0.00021779076247811462;0.0;4.860061364838718e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001490166671983949;0.0;0.0;0.0;0.0;0.00019854198395628206;0.0
1214;damned;0.0;0.0;0.0;0.0032422217536575326;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004091027713834623;0.0
1215;dangereux;0.0003885804970665411;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00022313459448642409;0.00017815468387603022;0.0;0.0;0.0;0.0008207990571615285;0.004498782161206842;6.67706822395708e-05;0.0;0.0002884315388358129;0.00037665045513269257;0.0;0.0006363626994895603;0.0
1216;danielle;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.9310861696977453e-05;9.172407448556629e-06;0.0;0.0001506112669452707;0.0;0.0;0.0;0.0;0.0003660958927195146;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9031467469250143e-05;0.0
1217;danse;0.0;0.0;0.0;0.0;4.6157453681777915e-05;0.0;0.0;0.0;0.013557490208722357;0.0;0.0;9.008213057838027e-06;0.0;0.0;0.0;0.0;0.0;0.0008901198013417376;0.0;0.0;0.0;0.0;1.4535725695040856e-05;0.0;0.0;0.0
1218;danseuse;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007719889604580413;0.0;0.00032746791428651;0.0;0.0;0.0;0.0;0.00027940677710955363;0.0;2.080578284046131e-05;0.0;0.0;0.0016270088189131188;0.0;6.030782150957853e-05;0.0
1219;dany;0.010342214392951377;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1220;dartres;0.0;0.0;0.0;0.0063436105700514665;5.273143963301629e-05;0.0;0.0;0.0;0.0005209944135709078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0022590103883117973;0.0;0.0;0.0;0.0;0.0;0.0
1221;date;0.0049084341477853115;0.0;0.0;0.0;0.00036484630686097467;0.006099872025514215;0.0;0.0;0.0;0.0;0.007524440991666165;0.02126847041552457;0.0;0.0;0.0;0.0028417092043533;0.0017015989677427261;0.06043009907033182;0.0;0.0;0.010774979144698923;0.0;0.0;0.0;7.65892042160564e-05;0.0
1222;dater;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.323285921033136e-05;0.0;0.0;0.0;0.013558912338302653;0.0;0.0013532869989418936;0.0;0.0;0.0;0.0;0.0002663088772125821;0.0;0.0;0.0003670126215639343
1223;dates;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.584480514963416e-06;2.0760165756252438e-05;0.0;0.0007321612558629556;0.0;0.0002548800628401697;0.0;0.0006120545548107758;0.0;0.0024762272368812456;0.0;0.0;0.0006969997485115492;2.0500484400940983e-05;0.0;0.00014957293618214645;0.0;0.00027789467844170087
1224;dautres;0.00039786312266878944;0.0;0.0005680746218129896;0.0;0.0;0.0;0.0;0.0009234715883174975;0.0;0.0;0.0;0.0;0.0;0.0;8.967944468430886e-05;0.0;1.2196259845120193e-05;0.0;0.0;0.0020174977016928445;0.0;7.982077635221827e-06;0.00016911063851398348;0.0;0.0;0.0
1225;davantage;0.0;0.0;0.00020669300863825565;0.0;0.0;0.0017761721371041832;0.0;0.0003972041211805776;0.002870001636649836;0.0;0.0;0.003677967849760589;0.0;0.0;0.0;0.0;0.0;0.0;0.014320418063998763;0.001168145459671216;0.0;0.0;0.0;0.0;0.0;0.0
1226;david;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0035183822347167664;0.0
1227;decevant;0.0;0.0;0.0;2.077402097249996e-05;0.0;0.0;0.0001222956106768352;0.0;2.2815175584876534e-05;0.0;1.9365903685176227e-06;2.585559658543547e-07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.614074729161357e-05;0.0;0.0;3.080309758193927e-07;7.257430862466921e-07;3.832446253154808e-05;0.0
1228;dechesse;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017692361025352765;0.0;0.0;0.002251718180558876;0.0;0.0031274981888459326;0.0;1.9868338021104037e-06;0.0;0.0011694100447930443;0.0032028841872091896;0.0;0.0;0.0;0.0;0.0;0.0;5.154692620439479e-05
1229;dechets;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.392659757723881e-05;0.0;0.0;3.436046029284328e-05;0.0;0.0010202251087521872;0.0;0.0031736693914055296;0.0;0.0;0.0
1230;deco;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006167379777847839;0.0;0.01592005616508708;5.3455622950979716e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0009204142246093142;0.0;0.0;0.0;0.0;0.0;0.0;0.00014770123592038083
1231;decoiffer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0020590879926316785;0.010384197423810118;0.0056112661343814514;0.0;0.0011006084333498648;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1232;decoloration;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006305158579677455;0.0;0.0;0.0;0.0;0.0007301766587681947;0.0002802512526596454;0.0;0.0;0.0;0.001249091690883691;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1233;decolorations;0.0025690502861533708;0.0;0.0;0.0;0.0;0.008564532489099873;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012285381276522378;0.0;0.0;0.0;0.0;0.0;0.0
1234;decolore;0.0;0.0;0.0;0.0;0.011421648681411751;0.0;0.0;0.0;0.00019126237878401686;0.0002551825990361601;0.0036810359944144406;0.0;0.0;0.0;0.0;0.0;0.0002325940648816317;0.004783897286364929;0.0022971359103770806;0.00025495482466897937;0.0;0.0;0.0;0.0;0.0;0.0
1235;decolores;0.0;0.0002785381925083736;0.005785122230026068;0.0;4.677034142735424e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1236;decoloré;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00020024128075674932;0.0001774587056519833;0.0023394099850635973;0.0;0.0;0.0;0.0;0.0;4.0083238351268534e-05;0.000292452963570657;0.002288494588508552;0.0003766593200301755;0.0;0.0;0.0;0.0;0.0;0.0
1237;decu;0.0;0.0;0.0;0.0;9.859596597857698e-05;0.0;0.0;0.0;0.0053105806828635;0.0;0.00017533756925786477;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011304695541720863;0.0;0.0;0.0;0.0001095816670086278;0.0;0.0019618716799411806;0.0
1238;decue;0.0;0.0;0.0;0.0002769445219040172;0.0;0.0;0.0;0.0;0.00024387698806572282;0.0;0.003509216333153671;0.00044848048054087013;0.00015175420496135243;0.0003387660900975635;0.0;0.0003193488152300971;0.00013501133961756078;0.0020617708513539774;0.0030323149782281794;0.0003590548606688538;0.0;0.0;0.0009209764662432958;0.0;0.0011294515675094718;0.00039952758192196076
1239;decus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008134363211594864;0.0;0.0;0.0;0.0;0.0;0.0;0.015125954880142548;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1240;defaut;0.0016217166553820933;0.001995027873327615;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004215336252748454;0.0;0.0;0.0;0.0;0.0;0.0;0.005866600750699106;0.0
1241;defiant;0.0;0.020764969322057153;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0026465404078216603;0.0;0.0;0.0;0.0;0.0;0.0;0.003930014797197337;0.0
1242;degat;0.0;0.00012980576864798476;0.0;0.0;3.9098687024364466e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00012625369367864336;0.0005898542560518752;0.0;1.3172746792204834e-05;0.0;0.00036042753397102893;0.002112865640317811;0.00025431906687241123;0.0;0.0;1.5565082441891913e-06;0.0;0.00010857145112867806;0.0
1243;degennes;0.0;0.0;0.0;5.170115152344216e-05;0.0;0.0;0.0;0.0;0.0030601790236175364;0.0;0.0002497593554572788;0.0;0.0;0.0;0.0;7.599289846934714e-05;0.0;0.000317345519885419;7.464828317721435e-05;0.0;0.001133079842957368;0.0;1.157992061934727e-05;0.0;0.0;0.0
1244;degorger;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0085048811321238;0.0;0.0;0.0;0.0;0.0;0.0;0.012273045039353052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1245;degré;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0027618855477432964;0.0;0.0;0.0022082079504271977;0.0;0.0;0.0;0.008386963052986243;0.0;0.0;0.0;0.002325331402097327;0.0;0.0;0.0;0.0;0.0;0.0037670094148418345;0.0
1246;dejauni;0.0;0.0;0.0;0.0;0.0;0.0;9.75361686377349e-05;0.0;0.0004056587546089644;0.00035956968477239104;0.0031399472298654753;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012741489068796507;0.00020034101693791362;0.0;0.0;0.0;0.0;0.0;0.0
1247;dejaunir;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001536458212112579;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010237927874470238;0.0
1248;dejaunis;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017308183826791352;0.0;0.0;0.0;0.0;0.0;0.0
1249;dejaunissant;0.0;0.0;0.0;0.0;0.0;0.0;0.0240029267818839;0.010386616897601033;0.011746076926295219;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007545005682680051;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1250;dejaunit;0.0;0.0012147473457825016;0.0;0.0;0.006343006782535604;0.0;0.0;0.006537824849899186;0.011479387819504467;0.0;0.002532805867428988;0.0;0.0;0.0;0.0;0.014273840655283407;0.008163878760541048;0.0;0.00036769359236879165;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1251;delai;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0019084645308383148;0.0;0.0;8.538905637394266e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003187857282092024;0.0
1252;delicat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.591362664949576e-89
1253;demain;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005041875728888312;0.0;0.0;0.0;0.0;0.0004555516572880187;0.0;0.0;1.112241617619214e-05;0.0;0.0014581572060828154;0.002115411361460174;0.0;0.0;0.0;6.594230797834747e-06;0.00014236002831350482;0.0
1254;demande;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00012315639966157423;0.0;0.0;0.0;0.0004618283105942552;0.0;0.0012432854405441513;0.0;0.0;0.001643810065315398;0.001787453154818338;0.0;7.176735971857786e-05;0.0;0.003410836378360877;0.0;0.0;0.0;0.0
1255;demander;0.0;0.0;0.0004717127518369251;0.006623520476490393;0.0;0.0018047589085670138;0.004209081515794732;0.007002618444999166;0.012329181454250316;0.0;0.0029680697332411187;0.022218815300538933;0.0;0.0;0.0;0.020097972484543314;0.013549069670802976;0.050653671488295235;0.000343208216333697;0.0;0.0;0.029969523330366583;0.0;0.020223382728558392;0.0006442716051327265;0.0
1256;demaquillage;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0042243678527871375;5.2338064484265244e-05;0.0;0.0;0.0001483197271797562;8.438623277564888e-05;0.0;0.0;0.000596760887510598;0.0;0.0;0.0
1257;demaquillant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.080162380314336e-05;0.0;0.0;3.924480032285335e-05;0.0;0.0;0.00031788808657835446;0.00011459782974325883;7.382151764851747e-05;0.00014054812393122563;0.00020830822536586495;5.21146738357331e-05;0.0;0.0003388017059065511;0.0;0.00019018415218851202;0.0
1258;demaquille;0.0;0.0;0.0;0.0;0.0;0.0;5.767821859394975e-05;0.0;0.0;0.0;0.0;0.00012251533427215216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00043741439869829276;0.0;0.0;0.0007989529517219726;0.0;0.0;0.0
1259;demaquiller;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.080162380314336e-05;0.0;0.0;3.924480032285335e-05;0.0;0.0;0.00031788808657835446;0.00011459782974325883;7.382151764851747e-05;0.00014054812393122563;0.00020830822536586495;5.21146738357331e-05;0.0;0.0003388017059065511;0.0;0.00019018415218851202;0.0
1260;demarcation;0.0011815467230429663;0.0;0.0;0.003702285448313688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005215837170806769;0.0;0.0;0.0;0.0;0.006934161303741392;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010250572567290788
1261;demelage;0.0;0.0;0.0012887902620954087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0027160129956525494;0.0;0.0008580425914826773;0.002429472260042387;0.0;0.00022659254015199525;0.00044333607878067145;0.001827740736864716;7.035876503079284e-05;0.0;0.00020119897520926532;9.795002846298063e-05;0.0;0.0;0.0
1262;demelant;0.007470735928738701;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7527659089625063e-05;0.0;0.003361666300690478;0.0;0.0;0.00036105480928978024;0.0;0.0;0.0;0.0
1263;demelante;0.007070848240967504;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03070666917820191;0.0;0.0;0.0;0.0
1264;demele;0.0;0.007431733387884289;0.0;0.0;0.0;0.0;0.012000176509734216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1265;demelent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016932703335622676;0.0;0.0003061781332423657;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1266;demeler;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01181632321208006;0.0;0.015639034562228007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.647735774791428e-05;0.0;0.0;0.0;0.0;0.0;0.0
1267;demeure;0.002986472301298536;0.002872694268820623;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0066187617901689024;0.0;0.00020375218313527333;0.0;0.002338824484030708;0.0;0.0;0.0;0.0036940801560514246;0.0005189716601672919
1268;demi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0046959531478979345;0.005699382899011758;0.0;0.0;0.0;0.0;0.0;0.0;0.0254226707367685;0.0;0.0;0.0076194560454438814;0.0012272273714231561;0.0;0.0;0.015390692178124256;0.0;0.0;0.0
1269;demmêle;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.764490589020174e-05;0.0007927588294578623;0.0;0.0;0.0;0.0;0.008485333068138248;4.118823107221892e-05;0.0;0.0;0.0012144564115556344;0.0;0.0;0.0;0.0005805882838607595;0.0;0.0
1270;dense;0.0;0.0;0.00052920776075273;0.005384045742275851;0.0;0.0;0.0017613664575037943;0.0;0.0;0.0;0.0029745584109336226;0.0;0.0064809896648393;0.0004016218136184228;0.0016302089355796161;0.004929861953769219;0.0;0.00019682089808932624;0.0026074963138943315;0.0015318590315343554;0.0;0.0;0.0;0.0;0.0;0.0
1271;denses;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005489420331266955;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1272;densification;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006818093885891516;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0030536728321513143;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1273;densifier;0.0006745654903409726;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0019312039644052037;0.0;0.0;0.0;0.0;0.0;0.0010028076618744178;0.0;0.0;0.0014094632935381295;0.0;0.0;0.0;0.0014351914134427344;0.0;0.0;0.0
1274;densifique;0.0;0.0;0.0;0.0;0.0;0.0;0.004733405151166958;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006327630876317996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016905910154596887
1275;densité;0.0;0.0;0.0;0.00370866956537266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00022079279245673075;0.0;0.0;0.0;0.0;0.0007869219529435695;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1276;dent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0036267160998024114;0.0;0.00010364554148684148;0.0;0.0;0.0003684468056096739;0.0;4.5419016014585555e-06;0.0;0.0;0.000200857250890351;0.0;0.00011347337337699865;0.0;0.0;0.0;0.0;0.0
1277;dentaire;0.004672563999698082;0.0;0.0;0.0;0.0;0.015590158409178252;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1278;dentifrice;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.260819879963381e-05;4.491021411440224e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017613226450487655;0.0;0.0;0.0;9.017824295001958e-05;0.00017522052861077076;0.0;0.0
1279;dents;0.0;2.07714098552514e-05;0.0;0.0;0.0;0.0;3.2829550396827934e-05;0.0;0.0;8.653207511354172e-05;1.8703168059096482e-05;0.0;1.267693596538101e-05;3.839842518441366e-05;0.00016317832476190936;0.0;1.8738917061210915e-05;5.414199835432851e-06;2.566638924682637e-05;0.00010251878117343594;2.5158289959669263e-05;0.00027956811594857724;0.0002104094906330396;0.00023201111881743754;0.00012367485904499665;0.0
1280;deouis;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017955199830879136;0.0;0.000437059317689459;0.0;0.0;0.0;0.00039194972611834655;0.00186695037552969;0.0;0.0;0.0;0.0;0.0006146421705131249;0.0
1281;dermacol;0.0;0.0;0.0;0.008532029376431556;0.0;0.0;0.0;0.0;0.0;0.0;0.0004699206425445931;0.0;0.0;0.0;0.0;0.004167949152477867;0.0;0.0;0.0;0.0;0.0;0.0;0.0015468569585310355;0.0;0.0;0.0007828187837901025
1282;dermatologique;0.0009364616078622434;0.0;0.0;0.0029014379049479596;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016453559597876067;0.0;0.0;0.0003576613190736948;0.0;0.0;0.0012200235273868007;0.0;0.006193204942314343;0.0;0.0;0.0;0.0;0.0005169260915879447;0.0
1283;dermite;0.0;0.0;0.0;0.0036966843399354934;0.0;0.0;0.0;0.0;0.0;0.0;0.00456268928532283;0.0;0.0;0.0;0.0;0.003242379642536116;0.0;0.0;0.0;0.0;0.0;0.0;0.000996146997595246;0.0;0.0;0.00025536794808340366
1284;dernièrement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.835168943185725e-05;0.0;0.0;0.0;0.0;6.676639857756874e-05;0.001039795729764553;3.8755499904707735e-05;0.00012435139845719479;0.0;0.000781140762812529;0.0;0.0008782845854481439;0.0
1285;desagreable;0.0;0.0;0.0073990868554831895;0.006548376918695204;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008188310072310717;0.0;0.0;0.0;0.0;0.0005247895584771914;0.0;0.0146410789021847;0.0;0.0;0.0;0.0;0.0009700433117112914;0.0
1286;descriptif;0.0;0.0;0.0;0.0;0.07801891216039263;0.0032393116905165054;0.0;0.0;0.0;0.0;0.001208763440780242;0.0;0.0;0.0;0.004827824738430347;0.0;0.0;0.011387342849895864;0.0;0.0;0.0;0.0;0.011205185976927797;0.0;0.0;0.04525605629696034
1287;description;0.0;0.005371132183314214;0.01090159373741573;0.0011498888754219794;0.5709587975873357;0.007536884514648655;0.018935448670809544;0.0;0.004037703429362541;0.0;0.016778234568971297;0.0;0.001611890276597002;0.0;0.020090570044596676;0.0;0.0;0.007715676136952222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
