;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
1618;eclatants;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.24948456928882e-05;0.0;0.0008014283717843951;3.2216986161456747e-05;0.0;0.0;0.0007395771818319108;0.0;0.0;0.0025655077850659474;0.0;0.0;0.0
1619;economique;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004106570219042385;0.0020772341863550432;0.006098557996311141;0.0;0.0;0.0;0.014813350342836587;0.0;0.0;0.00021163323557353819;0.0;0.0;0.008909389564851806
1620;ecouler;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3223385446772773e-85
1621;eczéma;0.0;0.0;0.0;0.0;0.0;0.0036640478554050746;0.0;0.0;0.0;0.0036173423354507153;0.0;2.2423433378959907e-06;0.0;0.0;0.0;0.0041576483256167375;0.0;0.0;0.0;0.0;0.0
1622;edta;0.0;0.0;0.0;3.601384391275514e-06;0.0;0.0;0.0;0.0;2.7837612720108267e-05;0.0;0.0;3.213813839751511e-05;0.0;0.0;0.0;1.6137200848987386e-05;0.0;8.894236648409412e-05;0.0;5.6596514331039156e-05;0.00021914466368198483
1623;eeeee;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5678958739391172e-85
1624;eeeeee;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5678958739391172e-85
1625;efface;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.910854497936307e-05;0.0;0.0;0.00034326637932613165;0.0;8.517009185529637e-05;0.0012906451049796942
1626;effacer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0034974545129137346;0.0;0.0;0.0;0.01128969383572768;0.0
1627;effacernes;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.2776283743578916e-05;0.0;0.0;0.0;2.4944248895596774e-05;0.0;0.00011070678866844485;8.5166119432125e-05;0.0007915307605938751;0.0;0.0;0.00034767765114695066
1628;effaclar;0.0;0.0;0.003318379067680202;0.004255591705488645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0094323979629936;0.0;0.0;0.0;0.0;0.0;0.0
1629;effaçant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00026747740547512853;0.0;7.163178877947725e-05;0.0;0.0002462374724849037;0.0;0.0;0.003920318759762072;0.0;0.0;0.00012471360822181342
1630;effectif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0938864038069108e-85
1631;effectivement;0.0;0.0;0.0;0.0;0.0;0.0;0.004789497827157372;0.0024600803365951115;0.0;0.004853405323482486;0.013109258517746709;0.0;0.0;0.0;0.0;0.009261208978296154;0.00021704257693982437;0.009945822624215901;0.0;0.0;0.012063121858013233
1632;effectuer;0.0;0.0;0.0011153957444241759;0.0;0.0008038908551882397;0.0;0.0;0.002390515156661668;0.0017926035864506105;0.0;0.0027844027710187823;0.0;0.0;0.0;0.003880350543280943;0.0;0.007255537739274515;0.007522575642177814;0.0024379692426533335;0.001625902788828094;0.0036135103756391707
1633;effets;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003951824511393239;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005472436747650178;0.0;0.0009521343036411783
1634;efffet;0.0;0.0;0.0;0.0;0.0;0.0;0.0018642466018225423;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004203141223750967;0.0;0.00023990008366163795;0.0;0.0028125169713929445;0.0
1635;effiacité;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0018488820804153177;0.0;0.0;0.0;0.0;0.0;0.0;0.0018866642228105158;0.00241523677934736;0.0;0.0;0.0;0.0006933761363788479
1636;efficace;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.4040616818018363;0.0;0.0;0.0;0.0;0.0;0.0
1637;efficacement;0.0;0.0;0.0;0.00013289698197749614;0.0;0.0;0.0;0.0;0.0;0.0;0.001095631150307461;0.0;0.0;0.0;0.0012717753189008115;0.0;0.0;0.0006871547326086869;8.062545238117729e-06;0.00046279564761091466;0.001259500804578461
1638;efficaces;0.0;0.0;0.0;0.0;0.0;0.0006336194794661061;0.0;0.0040858084676128345;0.0009719139262296174;0.0;0.02634730594348617;0.0;0.0012260353377892912;0.0;0.0012331486556791567;0.0007180124689088901;0.0021651858362006417;0.0;0.0;0.0;0.008023741184293973
1639;efficacite;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0022656474146157935
1640;efficacité;0.0;0.001986467936358045;0.010212586409755675;0.013698340880083969;0.0022385924461376986;0.0;0.0014554515053032805;0.0041131732326466575;0.0;0.00781312349981096;0.03422778395166372;0.0;0.00799882113322921;0.0;0.0;0.012016923616577168;0.015319452394734083;0.0;0.0019220382463935053;0.009506408979572698;0.033769479593606246
1641;efficasse;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5678958739391172e-85
1642;effiler;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006390827745205818;0.0;0.0;0.0001788561956014545;0.0008567693297022162
1643;effleurer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.155478715247703e-05;0.0;0.009523710658322002;0.0;0.010374704720331219;0.0;0.0;0.0
1644;effluve;0.0026171300547112694;0.0;0.003023701274506403;0.0;0.0;0.0;0.0;0.0;0.0;5.714511970185043e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1500895559808902e-05;0.0
1645;efforts;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015875427594001044;0.0;0.0;0.0;0.0;0.029826398220633897;0.0;0.0;0.0;0.0;0.0;0.0
1646;effrite;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007151496308469242;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00042028756119610037;0.0;0.0;0.0009899081706798265;0.01462702419872851
1647;effritement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000848999901598215;0.0;0.0;0.0020563309397517325
1648;effriter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0048999660268061376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003959685223111232;0.005140726622522048
1649;eficace;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003539393787884187;0.0;0.0;0.0016812118729127156;0.0;0.0025603642794150136;0.0007209781853100985
1650;egal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01655922105917614;0.0;0.0;0.0;0.0;0.0;0.0;0.001004653631601294;0.0;0.008624441185210633;0.0
1651;einstein;0.0;0.0;0.0;0.005575549790220659;0.0;0.0;0.0;0.0;0.0;0.0;0.02796221984276278;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011426836610197552
1652;ela;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5678958739391172e-85
1653;elimine;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.268372684491792e-05;0.0;0.0;0.0;0.0;0.0;0.0002522456723520406;0.0;0.0;0.0024803369121000804
1654;elisabeth;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009024267143476355;0.0;0.0;0.0;0.0;0.0
1655;elnett;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009929442882423553
1656;eloges;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.267846421773146e-05;0.0;0.0030448897872065923
1657;elseve;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.362719195758682e-05;0.008049078536309526;0.0;2.222926404131124e-05;0.0;0.0;0.0;0.0;0.0;0.0
1658;emballage;0.00549772480547732;0.0;0.00028790595573369523;0.011945575258923048;0.024391001555358803;0.0;0.0;0.0;0.008503314049805212;0.0;0.0;0.007743954529544787;0.0;0.0;0.0;0.0;0.024078349951308486;0.0;0.036735788816721945;0.0;0.03246676581637147
1659;emballer;0.0041869696240498955;0.0;0.007716600713948728;0.0;0.01735120883930845;0.0;0.0;0.0026737853129411475;0.0;0.0;0.006712976203545182;0.0022020304934135863;0.0;0.005005657511064045;0.0034223470824351664;3.957612755498011e-05;0.007269375462412222;0.006828797149133402;0.08769469454272676;0.0;0.026589335691874636
1660;emballé;0.0;0.0;0.0;0.0;8.315871447220527e-05;0.0;8.190173496657966e-06;0.0;0.0;0.00010014080684896385;0.0;4.989543561983657e-05;0.0;0.0;0.0;0.0;0.0;0.0;7.956475459822505e-05;8.37077739546646e-05;0.0005250451513424225
1661;embarque;0.0;0.0;0.0020024422655774464;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003982784660442177
1662;embaume;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009390810913519506;0.0;0.0;0.0;0.0;0.0;0.0;0.0010681007571299232
1663;embaumer;0.0;0.0;0.0;0.0;0.0;0.0;2.920944263943589e-05;0.0;0.0;0.0;0.0;0.0;0.0;1.0954631444413764e-05;0.0;0.0;0.0;2.258603121790663e-05;0.0;1.1169481752013166e-05;0.0006778545554652329
1664;embellir;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00483869532553644;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0036741969406623347;0.0027198111336896166;9.417666310460557e-05;0.0;0.0;0.000613658293560961
1665;embou;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0018033680994059866;0.0;0.007068554938814701;0.0;0.0;0.0
1666;embout;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007001931613981205;0.004598076706308604;0.0;0.0;0.0;0.0;0.007190798775878378;0.0;0.0026313480456576234;0.0;0.00045887190711822154;0.0;0.013639416999462455;0.0021796754273809746
1667;embêtant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004101677569440633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.880191278195959e-05
1668;embêter;0.0;0.0;0.0;3.644078014611045e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.891105788060423e-05;0.0;0.0;0.0;0.00011869431747871426;7.843977725822791e-05;0.0;9.758307172745848e-05;0.0
1669;emmener;0.0;0.0;0.00011842410533744697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.9125094419794515e-05;0.0018041291532545933
1670;emmêlent;0.0;0.0;0.0;0.0;0.0;0.006838556939423711;0.003975303333541807;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0021378767600191196;0.0;0.0;0.0;0.004884495637890656
1671;emmêler;0.0;0.0;0.0;0.0;0.0;0.007047215074359729;0.0;0.0;0.0;0.0;0.012630252935633832;0.0;0.0;0.0;0.0;0.0;0.004998915734957306;0.0;0.0;0.0;0.00014734725752732733
1672;emoloi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027660067478576314;0.0;0.0;0.0;0.0;0.016581368319206206;0.0
1673;emploi;0.0;0.0;0.0;0.002325046428302576;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0028214112945686444;0.0;0.0005965230676725707;0.006640939051848499;0.0;0.009197392147159587;0.007106121448712799
1674;emplois;0.0;0.001346830283142282;0.0;0.0;0.0;0.001490994128549496;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0019756603627406927;0.002109569020541829
1675;employer;0.0;0.0;2.5162558959247435e-05;0.008483253729834791;0.0;0.0;0.0;0.0;0.0;0.006263708722854102;0.0;0.0;0.0;0.0;0.0;0.005260848070151227;0.0;0.0;0.0;0.006924973950156236;0.004465752428660962
1676;emporte;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0023480645240092084
1677;emporter;0.0;0.0;0.0;0.008065483149748521;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005390534996969771;0.0
1678;empoule;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003769649438201957;0.0;0.0;0.0;0.0;0.0;0.0;0.007293289375161006;0.0;0.00042466297183610976
1679;empêche;0.0;0.009981859257247148;0.0;0.0;0.0;0.0;0.0007259579216336499;0.0;0.0;0.007701243291219575;0.044499755450433186;0.0;0.0;0.0;0.0;0.0011357006893897288;0.0025040462723623772;0.0036078590286449806;0.0;0.0008948727257064366;0.0
1680;empêcher;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005627587019832373;0.0;0.0;0.0;0.0;0.0;4.7175165965816416e-05;0.008541280693341802;0.00022553912626924647;0.0;0.00290046503117521
1681;emulsionner;0.0;0.001253246487807184;0.0;0.0;0.0;0.0016304330314561022;0.0;0.0;0.0;0.0009143411263379907;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003074554925658018
1682;enceint;0.002021539201488266;0.0;0.0;0.0;0.0;0.0;3.7995485522615084e-05;0.0;0.0;0.0;3.885183080279206e-05;0.0;0.0;5.739031036063833e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1683;encens;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.6037360121071426e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001245815461469308
1684;enchante;0.0;0.0;0.0;0.0;0.0;0.0;0.004902185007800548;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3309198524042764e-06;0.0;0.0;0.0004679184483452464
1685;enchanter;0.0030530327184394883;0.0;0.0;0.0;0.00015426777136937352;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00023597128337349982;0.0;0.0;0.001876078650732372
1686;encombrant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.150290794983626e-06;0.0;6.820017330267096e-05;0.0017513842019937888;0.0;0.0;0.0005247620435483197;0.00038858606795844455
1687;encrasse;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002258637317156974;0.0;0.0;0.004420196216341644
1688;encre;0.0;0.0;0.0;0.011079799152007536;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006631925653444526;0.0;0.0;0.0;0.0008881173306590913;0.0010737742149132528
1689;end;0.0;0.0;0.0017697630647675313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0031486700864579256
1690;endocrinien;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.8285914791960026e-05;0.0;2.1982096320410907e-05;2.163297590304207e-05;0.0;0.0;0.0;0.0;0.0;0.0;2.4607487758058505e-05;0.0009340238907303341
1691;endroit;0.0;0.0;0.0;0.0002765169938924606;0.0;0.0002448320944680774;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00478277041901441;0.00048741610153093867;0.0019599019013780803;0.005832888464559101;0.0;0.0006123733319904076;0.005322642210479139
1692;endroits;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003530065692359089;0.0;0.0;0.005946930777765291;0.0020031084884873816
1693;enduire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010742630515099853;0.0;0.0;0.0;0.0;0.0;0.0049397607687750415;0.0;0.0;0.0;0.0010552760528087745
1694;enfant;0.00035914838813686835;0.0;0.0;0.0;0.0;0.0;0.02608090194510033;0.0;0.0;0.0;0.007174116428992837;0.0;0.0013558036365046088;0.0;0.0;0.005543100497911641;0.0;0.0;0.0;0.0;0.0012531749666528191
1695;enfer;0.0;0.0;0.0;0.0;0.00010052788861968716;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004962523324835277;0.00023388790872046555;0.0;0.0;0.001304751924745696
1696;enfnts;0.0;0.013962206453340205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010680793160156877;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1697;enfoncer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.059085254605611e-06;0.00036508078457794747;0.0;0.0;2.9673587348644268e-05;0.0;0.0;0.0002703488402551285;7.301685388130036e-05;0.0005728023610859107;0.0;0.00028419395152162947
1698;enfoncé;0.0;0.0;5.546033406327825e-05;0.0;7.275285353310884e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.1601604744553e-05;0.0;0.0;0.0001351121225011512;0.0;0.00014832150779344803;0.0;0.0006255388455256119
1699;engel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002904655226738068;0.0;0.0;0.0;0.0;0.0;0.0;0.00041127844644782316
1700;enivrant;0.0019262378167863403;0.0;0.0;0.0;0.0;0.002681512806097245;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008772960668869394;0.0;0.0008236221355046651;0.0;0.0;0.002217336844855701
1701;enlevant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00522454711936252
1702;enleve;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0019277977400269243;0.00023845495012663699;0.000621330667727988;0.006696959766510557
1703;enlever;0.0;0.0;0.0;0.0;0.0;0.0;0.0044054079784846;0.0044829089667938445;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007778703870428569;0.007096890057011005;0.0;0.0;0.07565131205428151;0.012320313720511906
1704;enlève;0.0;0.0;0.002325122647539654;0.0014746925837914172;0.0005624251647607357;0.0037183839389193503;0.0;0.0;0.0007286185103207249;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003514777718042573;0.0018909746416532593;0.006686543730068684;0.004147655717484144;0.011404707949089129
1705;ennuyer;0.0030577751975010945;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0032031555160687633
1706;enrayer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001967922299514735;0.0019795057993540165
1707;enrayée;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7143891679886166e-05;0.0;0.012972911684674236;0.0;0.0;0.0;0.0;0.0;0.0
1708;enrichi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003609576896664697;0.0;0.0;0.0;0.0;0.0003190534728048513
1709;enrichie;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3154330279344895e-06;0.0;8.821849918390248e-06;2.7236377378711246e-05;0.0;1.7662683106392833e-05;0.0;0.0;0.0001439574539308487;0.0;0.0;2.8264301899929144e-05
1710;enrouler;0.00047865138529604184;0.0005289890385062237;0.0;0.0;9.716823619175207e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000579278889820531;0.0;0.0;0.0;0.0027834061771039673
1711;ensemble;0.008198058942717405;0.008720361295228178;0.0;0.0038139951995281116;0.0;0.0;0.0;0.0;0.0;0.0;0.03355980816937922;0.0;0.0;0.0;0.0;0.005838265727329272;0.0009917858242014862;0.0006811036265820299;0.0;0.0037616972226703917;0.012336039770638824
1712;ensuite;0.0;0.0;0.0;0.0;0.0;0.0;0.0015470796543826564;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003106343107760741;0.0;0.007712101725147387;0.02473534912877099
1713;ente;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00013781142586758076;0.0012650416569893086
1714;entendre;0.012488585420779628;0.0;0.0;0.0;0.0;0.004748320163017775;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01856463322803904;0.0;0.0;0.0;0.0001327669367316024;0.0
1715;entier;0.0;0.0003606921677485191;0.0009772612829081501;0.0;0.0;0.0;0.0010736025957417928;0.0;0.0;0.0;0.005994485864651943;0.0;0.0;0.0;0.0;0.005476808529444941;0.0;0.0;0.0;0.0;0.013481116678906035
1716;entierement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006350867663643589;0.0;0.0;0.0;0.006521970087509283;0.0;0.0;0.0;0.0;0.0033176676578662734;0.0;0.0;0.0;0.0
1717;entièrement;0.0;0.0;0.0;0.0018999559037645025;0.0007321978941724226;0.0;0.0;0.043607357432144334;0.0;0.0;0.0;0.0;0.0;0.0;0.0025668135284640766;0.0;0.0;0.0;0.0;0.0014028787990521601;0.000379452279366247
1718;entourage;0.01836859633032035;0.0;0.0;0.0;0.0;0.0005015150482147065;0.0;0.00025005733939278686;0.0;0.010357572771556838;0.013995120184351603;0.0;0.0;0.0;0.0010398127136373163;0.0;0.0;0.0;0.0;0.0;0.011213128726938465
1719;entourer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.059085254605611e-06;0.00036508078457794747;0.0;0.0;2.9673587348644268e-05;0.0;0.0;0.0002703488402551285;7.301685388130036e-05;0.0005728023610859107;0.0;0.00028419395152162947
1720;entraine;0.0;0.0;5.340836099919762e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0027891587715118127
1721;entrer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004025689081120619;0.0;0.0;0.0;1.5251241130619829e-05
1722;entretenir;0.00010165773194111855;0.0;0.00026776870021304086;0.0;0.0;0.0;0.0;0.0004060802975893369;0.0;0.0;9.835222584320408e-05;0.0;5.255120758573339e-05;0.0;0.0;0.0;0.0;0.007919968555527956;0.0;0.0;0.011594912248744555
1723;entretien;0.0;0.0135770296117826;0.0;0.003993223126946395;0.0;0.0;0.0;0.0;0.0;0.0;0.023049901763333967;0.0;0.0;0.0017744572339422869;0.0;0.0;0.0;0.006782831645959136;0.0;0.0077690009710752635;0.005930473628798476
1724;entretient;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.354649727169984e-05;0.0;0.029079816527212393;0.0;0.0;0.003323610792188862;8.64622419435411e-05;0.0;0.001441437750791245
1725;entrevoir;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0032086929955872667
1726;entêtant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0040113567058013486;0.0;0.0;0.0;0.0;0.0;0.005205940204636644;0.0;0.0;0.0;0.0;0.004959931988419275
1727;entête;0.0;0.0;0.0020124827226035585;0.0;0.0;0.0;0.003476359423753523;0.0;0.0;0.0;0.0;0.0;0.0;1.8846241827880202e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1728;entêter;0.0;0.0;0.0;0.0;0.0;0.004754587369061586;0.01845292208042743;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004239360820570925;0.0;0.0;0.0004266301836290783
1729;enveloppant;0.0;0.0;0.002225078397275794;0.0;0.0;0.0;0.0;0.0;0.0;0.006660116633166735;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00018895503912335395
1730;enveloppe;0.0;0.0;0.0;0.0;0.0004513924474484165;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006913686015230565;0.0;5.60735299388945e-05;0.0;0.010328603560799345
1731;envelopper;0.0;0.0;0.0;0.0007488512877887736;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.140415978027272e-05;0.0;0.0;0.0;0.0014222146256673617;0.00021731064020201035;0.0;0.0013648833816215337
1732;enveloppé;0.0;0.0;0.0;0.0;0.01035088728681131;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012611047931062021;0.0;0.0004606130917913869
1733;envie;0.0007552330902605189;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00044142993298978267;0.0;0.010763539191118814;0.0;0.0;0.00267649770168175
1734;envier;0.0;0.0;0.002286913913054623;0.0;0.0;0.0;0.00010516491101818946;0.0161099108659372;0.003058808143729883;0.00024153382938508561;0.0;0.0;0.0023495583184056134;0.001344577314444861;0.0;0.0;0.0;0.0;0.0;0.0;0.03110441344546331
1735;environs;0.0;0.0007713021262514465;0.0;0.0;0.0;0.0007910664231663082;0.0;0.0;0.0;0.0005700451402977032;0.0015655009221756733;0.0;0.0022604779497454267;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00036344463257874816
1736;envoi;0.003469343929284658;0.0;0.0;0.0;0.00402920749504544;0.0;0.004656061658299102;0.007580679355805113;0.0013409349268080025;0.0;0.0036899555170797145;0.0;0.0;0.0;0.0;0.0;0.0015645867044549173;0.003037441359152903;0.18696043903681267;0.013547334316681937;0.005145184655123432
1737;envoutant;0.0;0.011034362312305057;0.0;0.0;4.848771488841709e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1532869087844767e-05;0.0;5.015035022141182e-05;0.0;0.0008144125563078562
